text,label
tol doji yesterday could mean another lower high wait for close into cloud before going short,-1
@stock was a beaut,1
n from watch list with a big gap up this morning,1
@stock covered some @number @number @number @number next tgt,-1
gold prices slip below rs @number @number as investors book profits amid coronavirus led recession fears http,-1
over @number @number may need to rest first,1
@stock covered short @number now long @number @number,1
@stock broke out last week has held up well pulling back on low volume keep an eye for a possible breakout over @number,1
@user a lots i want to cover at @number @number so i have to complete @number to @numberk of shares @stock,-1
@stock potential short on bounce ohead resistance at kirby stochastic @stock @stock and huge volume exit,-1
i get devices shtick but still don t think @stock deal helps @stock at all in short or medium term via @user,-1
millions of jobs threatened in retail sector as coronavirus hits sales revenues http,-1
@stock rising eaders lagging reversing on vol laggards leading speculative names climaxing don t ignore warnings @stock soda @stock @stock,-1
xrx golden crossing imminent @numbersma and @numbersma,1
@stock still at @number getting weaker it seems possible short to @number @number,-1
banks issue orders to employees over branch overcrowding report http,1
@stock is at least gonna sink to @number @number,-1
@stock closed back over the @number mark and the volume was good next levels to watch @number @number then @number @number,1
just in case u haven t watching @stock closely look for the volume spike,1
@stock should start to slide here just like @stock that @stock that was shut down in @stock is having ramifications imo longs getting nervous,-1
@stock peeled more off @number @number,1
@stock added to long,1
the government raised the interest rate it will pay lenders under an emergency loan program to make it more appeali http,1
@stock on next pop if i m out of other trades i will short for a quick trade,-1
@stock downtend seem confirmed after broken the triangle,-1
its time to put @stock under the warming lamp and get some heat into it just languishing for now,1
@stock here is some news none of us have ever heard,1
@stock @stock both acting strong ending at hod with decent volume at the end,1
heard on the street can t get your hands on a nintendo console to play animal crossing new horizons you could al http,1
@stock @stock bearish past @number @number,-1
coh no,-1
on a technical basis @stock is ready to break its @numbersma some technicals are turning up here,1
what s larger cash on the sidelines waiting for pullback to buy stocks or cash on sidelines waiting for an @stock product line refresh,1
@stock wins the awsuit then announces dividend reinstatement,1
@stock made a nice cup now goes to the right a bit and little lower patience as with @stock it drops below @number this goes to @number bet ya,1
@user so what that mean for @stock,1
@stock from watch list at the line with volume of @number ave full day,1
@stock swing trade quick pick as vegas sands @stock,-1
equity alpha @stock looks awesome break of @number @number great jan earnings and good consolidation tgt @number,1
not likin @stock neg dvrgnce hammer today goin into quadruple bottom still have some longs w stop,-1
@user @stock ok this action makes no sense yes it make sense ook daily volume since @number days,-1
watch @stock under @number,-1
@user @stock a text book trendline break intraday,-1
@stock looks bullish ong if beats @number @number stop loss @number @number,1
@stock on watchlist no position,1
@user won gold in our @number stock contest w @stock won silver in @number w @stock will his @stock call win in @number,1
hot osers @stock @stock @stock @stock @stock,-1
as coronavirus derails business banks seek more time for bad loan classification http,-1
bought my very first @stock golf apparel yesterday golf is now a serious fashion biz crazy and young and colorful,1
